,O*NET-SOC 2000 Code,O*NET-SOC 2000 Title,O*NET-SOC 2006 Code,O*NET-SOC 2006 Title_x,O*NET-SOC 2006 Title_y,O*NET-SOC 2009 Code,O*NET-SOC 2009 Title_x,O*NET-SOC 2009 Title_y,O*NET-SOC 2010 Code,O*NET-SOC 2010 Title
506,37-1012.01,Lawn Service Managers,37-1012.00,"First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers","First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012.00,"First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers","First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
507,37-1012.02,First-Line Supervisors and Manager/Supervisors - Landscaping Workers,37-1012.00,"First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers","First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012.00,"First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers","First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
508,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
509,37-2012.00,Maids and Housekeeping Cleaners,37-2012.00,Maids and Housekeeping Cleaners,Maids and Housekeeping Cleaners,37-2012.00,Maids and Housekeeping Cleaners,Maids and Housekeeping Cleaners,37-2012.00,Maids and Housekeeping Cleaners
510,37-2019.99,"Building Cleaning Workers, All Other",37-2019.99,"Building Cleaning Workers, All Other","Building Cleaning Workers, All Other",37-2019.00,"Building Cleaning Workers, All Other","Building Cleaning Workers, All Other",37-2019.00,"Building Cleaning Workers, All Other"
511,37-2021.00,Pest Control Workers,37-2021.00,Pest Control Workers,Pest Control Workers,37-2021.00,Pest Control Workers,Pest Control Workers,37-2021.00,Pest Control Workers
512,37-3011.00,Landscaping and Groundskeeping Workers,37-3011.00,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,37-3011.00,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,37-3011.00,Landscaping and Groundskeeping Workers
513,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation","Pesticide Handlers, Sprayers, and Applicators, Vegetation",37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation","Pesticide Handlers, Sprayers, and Applicators, Vegetation",37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
514,37-3013.00,Tree Trimmers and Pruners,37-3013.00,Tree Trimmers and Pruners,Tree Trimmers and Pruners,37-3013.00,Tree Trimmers and Pruners,Tree Trimmers and Pruners,37-3013.00,Tree Trimmers and Pruners
515,37-3019.99,"Grounds Maintenance Workers, All Other",37-3019.99,"Grounds Maintenance Workers, All Other","Grounds Maintenance Workers, All Other",37-3019.00,"Grounds Maintenance Workers, All Other","Grounds Maintenance Workers, All Other",37-3019.00,"Grounds Maintenance Workers, All Other"
516,39-1011.00,Gaming Supervisors,39-1011.00,Gaming Supervisors,Gaming Supervisors,39-1011.00,Gaming Supervisors,Gaming Supervisors,39-1011.00,Gaming Supervisors
517,39-1012.00,Slot Key Persons,39-1012.00,Slot Key Persons,Slot Key Persons,39-1012.00,Slot Key Persons,Slot Key Persons,39-1012.00,Slot Supervisors
518,39-1021.00,First-Line Supervisors/Managers of Personal Service Workers,39-1021.00,First-Line Supervisors/Managers of Personal Service Workers,First-Line Supervisors/Managers of Personal Service Workers,39-1021.00,First-Line Supervisors/Managers of Personal Service Workers,First-Line Supervisors/Managers of Personal Service Workers,39-1021.00,First-Line Supervisors of Personal Service Workers
519,39-2011.00,Animal Trainers,39-2011.00,Animal Trainers,Animal Trainers,39-2011.00,Animal Trainers,Animal Trainers,39-2011.00,Animal Trainers
520,39-2021.00,Nonfarm Animal Caretakers,39-2021.00,Nonfarm Animal Caretakers,Nonfarm Animal Caretakers,39-2021.00,Nonfarm Animal Caretakers,Nonfarm Animal Caretakers,39-2021.00,Nonfarm Animal Caretakers
521,39-3011.00,Gaming Dealers,39-3011.00,Gaming Dealers,Gaming Dealers,39-3011.00,Gaming Dealers,Gaming Dealers,39-3011.00,Gaming Dealers
522,39-3012.00,Gaming and Sports Book Writers and Runners,39-3012.00,Gaming and Sports Book Writers and Runners,Gaming and Sports Book Writers and Runners,39-3012.00,Gaming and Sports Book Writers and Runners,Gaming and Sports Book Writers and Runners,39-3012.00,Gaming and Sports Book Writers and Runners
523,39-3019.99,"Gaming Service Workers, All Other",39-3019.99,"Gaming Service Workers, All Other","Gaming Service Workers, All Other",39-3019.00,"Gaming Service Workers, All Other","Gaming Service Workers, All Other",39-3019.00,"Gaming Service Workers, All Other"
524,39-3021.00,Motion Picture Projectionists,39-3021.00,Motion Picture Projectionists,Motion Picture Projectionists,39-3021.00,Motion Picture Projectionists,Motion Picture Projectionists,39-3021.00,Motion Picture Projectionists
525,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers","Ushers, Lobby Attendants, and Ticket Takers",39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers","Ushers, Lobby Attendants, and Ticket Takers",39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
526,39-3091.00,Amusement and Recreation Attendants,39-3091.00,Amusement and Recreation Attendants,Amusement and Recreation Attendants,39-3091.00,Amusement and Recreation Attendants,Amusement and Recreation Attendants,39-3091.00,Amusement and Recreation Attendants
527,39-3092.00,Costume Attendants,39-3092.00,Costume Attendants,Costume Attendants,39-3092.00,Costume Attendants,Costume Attendants,39-3092.00,Costume Attendants
528,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants","Locker Room, Coatroom, and Dressing Room Attendants",39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants","Locker Room, Coatroom, and Dressing Room Attendants",39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
529,39-3099.99,"Entertainment Attendants and Related Workers, All Other",39-3099.99,"Entertainment Attendants and Related Workers, All Other","Entertainment Attendants and Related Workers, All Other",39-3099.00,"Entertainment Attendants and Related Workers, All Other","Entertainment Attendants and Related Workers, All Other",39-3099.00,"Entertainment Attendants and Related Workers, All Other"
530,39-4011.00,Embalmers,39-4011.00,Embalmers,Embalmers,39-4011.00,Embalmers,Embalmers,39-4011.00,Embalmers
531,39-4021.00,Funeral Attendants,39-4021.00,Funeral Attendants,Funeral Attendants,39-4021.00,Funeral Attendants,Funeral Attendants,39-4021.00,Funeral Attendants
532,39-5011.00,Barbers,39-5011.00,Barbers,Barbers,39-5011.00,Barbers,Barbers,39-5011.00,Barbers
533,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists","Hairdressers, Hairstylists, and Cosmetologists",39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists","Hairdressers, Hairstylists, and Cosmetologists",39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
534,39-5091.00,"Makeup Artists, Theatrical and Performance",39-5091.00,"Makeup Artists, Theatrical and Performance","Makeup Artists, Theatrical and Performance",39-5091.00,"Makeup Artists, Theatrical and Performance","Makeup Artists, Theatrical and Performance",39-5091.00,"Makeup Artists, Theatrical and Performance"
535,39-5092.00,Manicurists and Pedicurists,39-5092.00,Manicurists and Pedicurists,Manicurists and Pedicurists,39-5092.00,Manicurists and Pedicurists,Manicurists and Pedicurists,39-5092.00,Manicurists and Pedicurists
536,39-5093.00,Shampooers,39-5093.00,Shampooers,Shampooers,39-5093.00,Shampooers,Shampooers,39-5093.00,Shampooers
537,39-5094.00,Skin Care Specialists,39-5094.00,Skin Care Specialists,Skin Care Specialists,39-5094.00,Skin Care Specialists,Skin Care Specialists,39-5094.00,Skincare Specialists
538,39-6011.00,Baggage Porters and Bellhops,39-6011.00,Baggage Porters and Bellhops,Baggage Porters and Bellhops,39-6011.00,Baggage Porters and Bellhops,Baggage Porters and Bellhops,39-6011.00,Baggage Porters and Bellhops
539,39-6012.00,Concierges,39-6012.00,Concierges,Concierges,39-6012.00,Concierges,Concierges,39-6012.00,Concierges
540,39-6021.00,Tour Guides and Escorts,39-6021.00,Tour Guides and Escorts,Tour Guides and Escorts,39-6021.00,Tour Guides and Escorts,Tour Guides and Escorts,39-7011.00,Tour Guides and Escorts
541,39-6022.00,Travel Guides,39-6022.00,Travel Guides,Travel Guides,39-6022.00,Travel Guides,Travel Guides,39-7012.00,Travel Guides
542,39-6031.00,Flight Attendants,39-6031.00,Flight Attendants,Flight Attendants,39-6031.00,Flight Attendants,Flight Attendants,53-2031.00,Flight Attendants
543,39-6032.00,"Transportation Attendants, Except Flight Attendants and Baggage Porters",39-6032.00,"Transportation Attendants, Except Flight Attendants and Baggage Porters","Transportation Attendants, Except Flight Attendants and Baggage Porters",39-6032.00,"Transportation Attendants, Except Flight Attendants and Baggage Porters","Transportation Attendants, Except Flight Attendants and Baggage Porters",53-6061.00,"Transportation Attendants, Except Flight Attendants"
544,39-9011.00,Child Care Workers,39-9011.00,Child Care Workers,Child Care Workers,39-9011.00,Child Care Workers,Child Care Workers,39-9011.00,Childcare Workers
545,39-9011.01,Nannies,39-9011.01,Nannies,Nannies,39-9011.01,Nannies,Nannies,39-9011.01,Nannies
546,39-9021.00,Personal and Home Care Aides,39-9021.00,Personal and Home Care Aides,Personal and Home Care Aides,39-9021.00,Personal and Home Care Aides,Personal and Home Care Aides,39-9021.00,Personal Care Aides
547,39-9031.00,Fitness Trainers and Aerobics Instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,Fitness Trainers and Aerobics Instructors,39-9031.00,Fitness Trainers and Aerobics Instructors,Fitness Trainers and Aerobics Instructors,39-9031.00,Fitness Trainers and Aerobics Instructors
548,39-9032.00,Recreation Workers,39-9032.00,Recreation Workers,Recreation Workers,39-9032.00,Recreation Workers,Recreation Workers,39-9032.00,Recreation Workers
549,39-9041.00,Residential Advisors,39-9041.00,Residential Advisors,Residential Advisors,39-9041.00,Residential Advisors,Residential Advisors,39-9041.00,Residential Advisors
550,39-9099.99,"Personal Care and Service Workers, All Other",39-9099.99,"Personal Care and Service Workers, All Other","Personal Care and Service Workers, All Other",39-9099.00,"Personal Care and Service Workers, All Other","Personal Care and Service Workers, All Other",39-9099.00,"Personal Care and Service Workers, All Other"
551,41-1011.00,First-Line Supervisors/Managers of Retail Sales Workers,41-1011.00,First-Line Supervisors/Managers of Retail Sales Workers,First-Line Supervisors/Managers of Retail Sales Workers,41-1011.00,First-Line Supervisors/Managers of Retail Sales Workers,First-Line Supervisors/Managers of Retail Sales Workers,41-1011.00,First-Line Supervisors of Retail Sales Workers
552,41-1012.00,First-Line Supervisors/Managers of Non-Retail Sales Workers,41-1012.00,First-Line Supervisors/Managers of Non-Retail Sales Workers,First-Line Supervisors/Managers of Non-Retail Sales Workers,41-1012.00,First-Line Supervisors/Managers of Non-Retail Sales Workers,First-Line Supervisors/Managers of Non-Retail Sales Workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
553,41-2011.00,Cashiers,41-2011.00,Cashiers,Cashiers,41-2011.00,Cashiers,Cashiers,41-2011.00,Cashiers
554,41-2012.00,Gaming Change Persons and Booth Cashiers,41-2012.00,Gaming Change Persons and Booth Cashiers,Gaming Change Persons and Booth Cashiers,41-2012.00,Gaming Change Persons and Booth Cashiers,Gaming Change Persons and Booth Cashiers,41-2012.00,Gaming Change Persons and Booth Cashiers
555,41-2021.00,Counter and Rental Clerks,41-2021.00,Counter and Rental Clerks,Counter and Rental Clerks,41-2021.00,Counter and Rental Clerks,Counter and Rental Clerks,41-2021.00,Counter and Rental Clerks
556,41-2022.00,Parts Salespersons,41-2022.00,Parts Salespersons,Parts Salespersons,41-2022.00,Parts Salespersons,Parts Salespersons,41-2022.00,Parts Salespersons
557,41-2031.00,Retail Salespersons,41-2031.00,Retail Salespersons,Retail Salespersons,41-2031.00,Retail Salespersons,Retail Salespersons,41-2031.00,Retail Salespersons
558,41-3011.00,Advertising Sales Agents,41-3011.00,Advertising Sales Agents,Advertising Sales Agents,41-3011.00,Advertising Sales Agents,Advertising Sales Agents,41-3011.00,Advertising Sales Agents
559,41-3021.00,Insurance Sales Agents,41-3021.00,Insurance Sales Agents,Insurance Sales Agents,41-3021.00,Insurance Sales Agents,Insurance Sales Agents,41-3021.00,Insurance Sales Agents
560,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031.00,"Securities, Commodities, and Financial Services Sales Agents","Securities, Commodities, and Financial Services Sales Agents",41-3031.00,"Securities, Commodities, and Financial Services Sales Agents","Securities, Commodities, and Financial Services Sales Agents",41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
561,41-3031.01,"Sales Agents, Securities and Commodities",41-3031.01,"Sales Agents, Securities and Commodities","Sales Agents, Securities and Commodities",41-3031.01,"Sales Agents, Securities and Commodities","Sales Agents, Securities and Commodities",41-3031.01,"Sales Agents, Securities and Commodities"
562,41-3031.02,"Sales Agents, Financial Services",41-3031.02,"Sales Agents, Financial Services","Sales Agents, Financial Services",41-3031.02,"Sales Agents, Financial Services","Sales Agents, Financial Services",41-3031.02,"Sales Agents, Financial Services"
563,41-3041.00,Travel Agents,41-3041.00,Travel Agents,Travel Agents,41-3041.00,Travel Agents,Travel Agents,41-3041.00,Travel Agents
564,41-3099.99,"Sales Representatives, Services, All Other",41-3099.99,"Sales Representatives, Services, All Other","Sales Representatives, Services, All Other",41-3099.00,"Sales Representatives, Services, All Other","Sales Representatives, Services, All Other",41-3099.00,"Sales Representatives, Services, All Other"
565,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
566,41-4011.01,"Sales Representatives, Agricultural",41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
